__label__社会 , 日本 で 最も 面積 が 大きい 市 は ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい た か や ま 
__label__社会 , 東京 都 港 区 の 新橋 ～ 虎ノ門 間 を 結ぶ 、 環状 2 号線 の 未 開通 区間 の 通称 は 「 ○ ○ ○ ○ ○ ○ 道路 」 ？ ○ を 答え なさい マッカーサー 
__label__社会 , 水はけ が 良い ため ブドウ 栽培 に 最適 な 、 南 ヨーロッパ に 分布 する 石灰岩 が 風化 し た バラ 色 の 土壌 は テラ ○○○？○ を 答え なさい ロッサ 
__label__社会 , 2000 年 から 施行 さ れ た 社会 保険 制度 です 介護 保険 
__label__社会 , 2010 年 の 国勢調査 に よる と 日本 の 都道府県 の 中 で 東京 都 に 次いで 2 番目 に 人口 が 多い の は 神奈川 県 で ある 
__label__社会 , 奈良 市 に ある 東大寺 は 華厳宗 の 大本山 で ある 
__label__社会 , 日本 の 裁判 員 制度 で は 100 歳 以上 の 人 で あっ て も 裁判 員 に 選出 さ れる 可能 性 が ある 
__label__社会 , 次 の 国 ・ 地域 の 名称 を 現在 も 存在 し て いる か 否 か で グループ 分け し なさい 存在 し て いる 存在 し て い ない インカ 帝国 ベトナム 社会 主義 共和 国 オスマン 帝国 プロイセン 王国 
__label__社会 , 明治 初期 に 設立 さ れ た 学校 東京 高等 師範 学校 は 現在 の 筑波大学 です が 東京 女子 高等 師範 学校 は 現在 の ○ ○ ○ ○ 女子大 学 ？ ひ ら が な 6 文字 で 答え なさい お ちゃ のみ ず 
__label__社会 , 次 の 文字 列 を 順に 選ん で ヨーロッパ を 代表 する 豪華 国際 列車 の 名前 に し なさい オリエント ベニス シンプロン エクスプレス 
__label__社会 , 韓国 と 北朝鮮 で 国土 面積 が 広い の は 北朝鮮 で ある 
__label__社会 , 次 の うち 寝台 特急 の 発着 駅 と なっ て いる JR の 駅 を 全て 選び なさい 大坂 駅 鹿児島 中央 駅 新宿 駅 
__label__社会 , ポルトガル の リスボン に ある ルネ・ラリック の ガラス 工芸 品 の コレクション で 有名 な 美術館 は ○○○○○○○ 美術館 ？ グルベンキアン 
__label__社会 , 2011 年 に 、 「 2022 年 まで に 国内 に ある 全て の 原子力 発電 所 を 停止 する 」 と 発表 し た 国 は ？ イタリア ドイツ イギリス フランス 
__label__社会 , 広島 県 の 安芸 の 宮島 に ある 世界 遺産 に 指定 さ れ て いる 神社 は ○ ○ 神社 ？ ○ の 漢字 を ひ ら が なで 答え なさい いつくしま 
__label__社会 , わが国 の 南極 観測 船 で 初代 の 船 の 名前 は 宗谷 です が 現在 の 4 代目 の 船 の 名前 は 「 ○○○」？○ を 答え なさい しらせ 
__label__社会 , 2012 年 に 「 各国 の 核軍縮 に対する 姿勢 を 採点 する 事業 に 乗り出す 」 と 発表 し た の は 長崎 県 で ある 
__label__社会 , 日本 で りんご の 生産 量 1 位 は 青森 県 です が さくらんぼ の 生産 量 1 位 は ○ ○ 県 ？ ○ の 漢字 を ひ ら が なで 答え なさい やま がた 
__label__社会 , 日本 で は 政党 に対する 企業 献金 は 禁止 さ れ て いる 
__label__社会 , 日本 で 最初 に エスカレーター が 設置 さ れ た デパート は 東京 の 白木屋 で ある 
__label__社会 , 次 の 年 を 国 ごと に グループ 分け し なさい スペイン ベルギー ブラジル リエージュ ヘタ フェ イパチンガ 
__label__社会 , 次 の うち 、 日本国 憲法 で 「 国民 の 義務 」 と さ れ て いる もの を 全て 選び なさい 納税 定住 選挙 
__label__社会 , 2010 年 11 月 に 刊行 さ れ た 絵本 『 君 の こと を 歌う 』 の 本文 を 書い た 政治 家 は ヒラリー ・ クリントン で ある 
__label__社会 , 現在 の アメリカ の 国旗 に 描か れ て いる 星 の 数 は 50 個 です が 独立 当時 の アメリカ の 国旗 に 描か れ た 星 の 数 は いくつ ？ 数字 で 答え なさい 13 
__label__社会 , イギリス で 、 国王 の 即位 60 周年 を 記念 し て 行わ れる 祝典 を 「○○○○○○ ・ ジュピリー 」 という ？ ○ を 答え なさい ダイヤモンド 
__label__社会 , 「 BOP 」 と 略さ れる 、 所得 は 低い が 人口 で は 多数 を 占める 層 を 意味 する 言葉 は 「 ベース ・ オブ ・ ザ ・ ○○○○○」？○ を 答え なさい ピラミッド 
__label__社会 , 群馬 県 と 栃木 県 で より 西 に 位置 する の は 群馬 県 で ある 
__label__社会 , アメリカ 、 イリノイ 州 の 州都 は スプリング フィールド で ある 
__label__社会 , 世界 の アクロバット 飛行 チーム で アメリカ 空軍 に 所属 する の は 「 サンダーバーズ 」 です が イギリス 空軍 に 所属 する の は 「 ○ ○ ○ アローズ 」 ？ ○ を 答え なさい レッド 
__label__社会 , アフリカ 東北 部 と アラビア 半島 に 挟ま れ た 湾 は 黄海 で ある 
__label__社会 , 元々 国分寺 市 と 立川 市 の 中間 地域 に あっ た こと から その 名 が つい た 東京 都 の 都市 は ○ ○ 市 ？ ○ の 漢字 を ひ ら が なで 答え なさい くに たち 
__label__社会 , 公務員 の 免職 で 退職 金 が 出 ない の は 論旨 免職 で ある 
__label__社会 , 2009 年 に アメリカ で オバマ 政権 へ の 反発 から 始まっ た 、 保守 派 の 政治 運動 は 「 ○ ○ ○ パーティー 運動 」 ？ ○ を 答え なさい ティー 
__label__社会 , 南 アジア の 国 ・ スリランカ の 国旗 に 描か れ て いる 動物 は トラ で ある 
__label__社会 , 新潟 県 の 「 県 の 鳥 」 は ハクチョウ で ある 
__label__社会 , ベネッセハウス 地中 美術館 安藤 忠雄 が ホテル を 設計 香川 県 の 島 鳥島 幸 島 八丈島 直島 
__label__社会 , 2010 年 に 自民党 の 参院 議員 会長 に 就任 し た 、 元 首相 ・ 中曽根 康弘 を 父 に もつ 政治 家 は 中曽根 ○ ○ ？ ○ の 名前 を ひ ら が なで 答え なさい ひろふみ 
__label__社会 , 奈良 の 大仏 で 有名 な 東大寺 と 鎌倉 の 大仏 で 有名 な 高徳院 は 同じ 華厳宗 の お寺 で ある 
__label__社会 , チグリス 川 と ユーフラテス 川 が 合流 し た 後 の 名前 は ○○○○○○○ 川 ？ ○ を 答え なさい シャタルアラブ 
__label__社会 , 政治 家 が 選挙 区内 の 有権者 に 金品 を 渡し た 場合 受け取っ た 方 も 罪 に なる 
__label__社会 , [ 画像 問 ] 次 の うち 、 「 日本 最後 の 清流 」 と 呼ば れる 高知 県 の 川 は どっち ？ （ A . 楕円 を 描く よう に 河口 が 2 つ | B .「 S 」 の 鏡 像 の よう な 河川 ） 
__label__社会 , 政令 指定 都市 で 、 初めて 女性 市長 が 誕生 し た の は 境 市 で ある 
__label__社会 , 2012 年 1 月 に 「 新駅 の 設置 が 検討 さ れ て いる 」 と 報じ られ た の は JR 山手 線 の 品川 駅 と 大崎 駅 の 間 で ある 
__label__社会 , 七福神 は 全員 、 男 の 神様 で ある 
__label__社会 , 15 世紀 頃 の 城跡 が 今 に 残る 愛知 県 みよし 市 に ある 地名 です 福谷 
__label__社会 , 日本 の 成田空港 を 表す スリー レター コード は NRT です が 三沢 空港 を 表す スリー レター コード は ○○○？○ を 答え なさい MSJ 
__label__社会 , かつて 朝鮮半島 に あっ た 「 高麗 」 から 来 て いる 韓国 や 北朝鮮 の 英語 名 は ？ KOREA 
__label__社会 , LCC （ 格安 航空 会社 ） の ジェット スター ・ ジャパン が 拠点 と し て いる 空港 は 関西国際空港 で ある 
__label__社会 , [ 画像 問 ] 次 の うち 、 市役所 を 意味 する 日本 の 地図 記号 は どっち ？ （ A . ○ | B . ◎ ） 
__label__社会 , 株主 の 権利 を 濫用 し 、 会社 に 金品 を 不当 に 要求 する 物 を 「 ○ ○ 屋 」 という ？ ○ の 漢字 を ひ ら が なで 答え なさい そう かい 
__label__社会 , アフリカ の 国 ・ 赤道ギニア の 最高峰 は ニンバ 山 で ある 
__label__社会 , 2009 年 8 月 の 衆議院 選挙 で は 民主党 は すべて の 都道府県 で 小 選挙 区 から 当選 者 を 出し た 
__label__社会 , 新興 宗教 の 団体 金光 教 の 創設 者 は 川手 文治郎 で ある 
__label__社会 , [ 画像 問 ] 次 の うち 利尻島 は どっち ？ （ A . 比較的 右 下 で 北海道 本島 に 近い | B . 比較的 左上 ） 
__label__社会 , 船 の 速度 など を 表す 単位 「 ノット 」 を 、 漢字 で は 「 結 」 と 表す 
__label__社会 , バードウォッチング の 名所 として 有名 な 「 見島 （ み しま ） 」 が ある の は 山口 県 の 長門 市 で ある 
__label__社会 , 鉄道 の 一 種 です トロリーバス 
__label__社会 , 福島 、 山形 、 新潟 の 三 県 に またがる 国立 公園 は ○ ○ ○ ○ 国立 公園 ？ ( 4 文字 ) 磐梯 朝日 
__label__社会 , 海 に 面し て い ない 都道府県 を 1 つ 答え なさい さいたま けん とち ぎけん ぐんまけん や ま なし け ん な が のけん ぎふけん し が けん なら けん 
__label__社会 , 北海道 に ある 天使 大学 は 「 白衣 の 天使 」 看護 婦 を 主 に 養成 する 大学 で ある 
__label__社会 , 次 の 首都 を その 国 が ある 地域 ごと に グループ 分け し なさい アジア 北 アメリカ ダマスカス マスカット オタワ 
__label__社会 , 近畿 地方 南部 を 占める 日本 最大 の 半島 は ○ ○ 半島 ？ ○ の 漢字 を ひ ら が なで 答え なさい きい 
__label__社会 , 2006 年 4 月 1 日 に 誕生 し た 、 金魚 や 文鳥 の 生産 で 有名 な 愛知 県 の 都市 は 「 ○ ○ 市 」 ？ ○ の 漢字 を ひ ら が なで 答え なさい や と み 
__label__社会 , ヨーロッパ の 農 牧 業 の 基本 で ある 家畜 の 飼育 と 農耕 を 組み合わせ た 農業 の 形式 は 「 ○ ○ 農業 」 ？ ○ の 漢字 を ひ ら が なで 答え なさい こん ご う 
__label__社会 , 日本 の 成田空港 を 表す スリー レター コード は NRT です が 那覇空港 を 表す スリー レター コード は ○○○？○ を 答え なさい OKA 
__label__社会 , 減速 材 ・ 冷却 材 に 、 普通 の 水 を 使う 原子 炉 の こと です 軽水炉 
__label__社会 , 新潟 県 の 燕 市 と 三条 市 と の 境 に ある 上越 新幹線 の 駅 は 「 三条 燕 駅 」 で ある 
__label__社会 , 保田 紙 御坊 人形 那智 黒 硯 紀州 箪笥 愛知 県 新潟 県 和歌山 県 神奈川 県 
__label__社会 , 新潟 ～ 小樽 航路 で 就航 し て いる 新 日本海 フェリー の 客船 を 1 つ 答え なさい ら いらっ く ゆ うかり 
__label__社会 , 次 の 都市 を 国 ごと に グループ 分け し なさい スペイン オーストリア イスラエル サラゴサ エルサレム ザルツブルク 
__label__社会 , 次 の アメリカ の 大統領 府 における 役職 を 、 階級 が 高い 順 に 選び なさい 大統領 副 補佐 官 大統領 補佐 官 大統領 特別 補佐 官 
__label__社会 , 平安 時代 、 比叡山 に 延暦寺 を を 開い た 高僧 は 空海 で ある 
__label__社会 , JR 武蔵野線 の 新座 駅 と 山手 線 の 高田馬場 駅 で 使わ れ て いる 発車 メロディ は どんな アニメ の 曲 ？ 鉄腕 アトム 
__label__社会 , 学習 塾 を 管轄 する 省庁 は 経済 産業 省 で ある 
__label__社会 , 1990 年 の 東西ドイツ 統一 まで 西ドイツ の 首都 が おか れ て い た 都市 は ○ ○ ？ ○ を 答え なさい ボン 
__label__社会 , その 山容 が 富士山 に たとえ られる 山 で 、 「 会津 富士 」 という 別名 を 持つ の は ○ ○ 山 ？ ○ の 漢字 を ひ ら が なで 答え なさい ばん だい 
__label__社会 , 湖面 が 緑色 で ある こと から そう 呼ば れる 、 ボリビア の 高地 に 位置 する 湖 は ラグナ・ベルデ です が 湖面 が 赤色 で ある こと から そう 呼ば れる 、 ボリビア の 高地 に 位置 する 湖 は ラグナ ・ ○○○○？○ を 答え なさい コロラダ 
__label__社会 , 日本 の 西友 を 傘下 に 置く アメリカ の 小売 チェーン は ○○○○○○？○ を 答え なさい ウォルマート 
__label__社会 , コーヒー や サトウキビ を 栽培 する ブラジル の 大 農園 ファゼンダ 
__label__社会 , その 歌い だし から 付け られ た 早稲田大学 の 校歌 の 通称 は 『 都 の 西北 』 で ある 
__label__社会 , 次 の 衆議院 の 解散 の 通称 と その 時 の 内閣 の 正しい 組み合わせ を 選び なさい 黒い 霧 解散 安保 解散 馴れ合い 解散 池田 勇人 内閣 佐藤 栄作 内閣 吉田 茂 内閣 
__label__社会 , 明治 初期 の 黒田 清隆 内閣 の よう に 議会 ・ 政党 の 意思 に 制約 さ れ ない 独自 の 政治 を おこなっ た 内閣 の こと を 「 ○ ○ 内閣 」 という ？ ( 2 文字 ) 超然 
